"custo";"valor_custo";"custo fixo";"custo variavel";"pendente";"data pagto";"semana";"data pagamento";"tipo_custo";"dt_pagto_bq";"dt_custo_bq"
"saque";20;0;1;0;"10/06/2015";"4ª semana";"03/07/2015";"saque";"2015-06-01";"2015-07-03"
"desconhecido";0;0;1;0;"10/06/2015";"5ª semana";"10/07/2015";"divergente";"2015-06-01";"2015-07-10"
"diferença banco";0;0;1;0;"10/06/2015";"5ª semana";"10/07/2015";"divergente";"2015-06-01";"2015-07-10"
"conserto do carro - bezerra 3/3";0;0;1;1;"10/07/2015";"fim de semana";"20/07/2015";"carro";"2015-07-01";"2015-07-20"
"SEGURO CARTÃO";"5.32";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"banco";"2015-07-01";"2015-07-10"
"UNICEF";50;1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"doação";"2015-07-01";"2015-07-10"
"TAXA CONTA JURIDICA";57;1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"banco";"2015-07-01";"2015-07-10"
"SEGURO RESIDENCIA";"45.74";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"banco";"2015-07-01";"2015-07-10"
"condominio";0;1;0;1;"10/07/2015";"1ª semana";"10/07/2015";"moradia";"2015-07-01";"2015-07-10"
"luz";"53.37";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"moradia";"2015-07-01";"2015-07-10"
"net";"226.38";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"moradia";"2015-07-01";"2015-07-10"
"condominio acordo";0;1;0;1;"10/07/2015";"1ª semana";"10/07/2015";"moradia";"2015-07-01";"2015-07-10"
"emprestimo1";"501.76";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"banco";"2015-07-01";"2015-07-10"
"emprestimo2";"38.5";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"banco";"2015-07-01";"2015-07-10"
"emprestimo3";"282.25";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"banco";"2015-07-01";"2015-07-10"
"consorcio";"536.46";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"investimento";"2015-07-01";"2015-07-10"
"contador";130;1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"contador";"2015-07-01";"2015-07-10"
"iss - boleto - 2%";"148.01";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"imposto";"2015-07-01";"2015-07-10"
"csll tri - boleto - 1";88;"139.13";1;0;"10/07/2015";"1ª semana";"10/07/2015";"imposto";"2015-07-01";"2015-07-10"
"irpj - boleto - 0";90;"66.61";1;0;"10/07/2015";"1ª semana";"10/07/2015";"imposto";"2015-07-01";"2015-07-10"
"sptransp";100;1;0;0;"10/07/2015";"5ª semana";"03/08/2015";"transporte";"2015-07-01";"2015-08-03"
"custo total aluguel";1304;1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"moradia";"2015-07-01";"2015-07-10"
"cartão de credito";"1987.5";1;0;0;"10/07/2015";"1ª semana";"10/07/2015";"cartão credito";"2015-07-01";"2015-07-10"
"sofa parte 1/2";"352.31";0;1;0;"10/07/2015";"1ª semana";"10/07/2015";"compras";"2015-07-01";"2015-07-10"
"sofa parte 2/2";"227.33";0;1;0;"10/07/2015";"1ª semana";"10/07/2015";"compras";"2015-07-01";"2015-07-10"
"almofada 1";"21.53";0;1;0;"10/07/2015";"1ª semana";"10/07/2015";"compras";"2015-07-01";"2015-07-10"
"almofada 2";"21.53";0;1;0;"10/07/2015";"1ª semana";"10/07/2015";"compras";"2015-07-01";"2015-07-10"
"TAXA CONTA FISICA";45;1;0;0;"10/07/2015";"5ª semana";"04/08/2015";"banco";"2015-07-01";"2015-08-04"
"cartucho kalunga";"59.8";0;1;0;"10/07/2015";"1ª semana";"10/07/2015";"compras";"2015-07-01";"2015-07-10"
"ursinho cha bebe";65;0;1;0;"10/07/2015";"fim de semana";"11/07/2015";"compras";"2015-07-01";"2015-07-11"
"saque";14;0;1;0;"10/07/2015";"2ª semana";"14/07/2015";"saque";"2015-07-01";"2015-07-14"
"chocolate";4;0;1;0;"10/07/2015";"2ª semana";"14/07/2015";"alimentação";"2015-07-01";"2015-07-14"
"bolachinha";2;0;1;0;"10/07/2015";"2ª semana";"15/07/2015";"alimentação";"2015-07-01";"2015-07-15"
"agua";2;0;1;0;"10/07/2015";"2ª semana";"13/07/2015";"alimentação";"2015-07-01";"2015-07-13"
"burger king";"17.9";0;1;0;"10/07/2015";"2ª semana";"16/07/2015";"alimentação";"2015-07-01";"2015-07-16"
"palleto mexicana";9;0;1;0;"10/07/2015";"2ª semana";"16/07/2015";"alimentação";"2015-07-01";"2015-07-16"
"sptransp";100;1;0;0;"10/07/2015";"2ª semana";"16/07/2015";"transporte";"2015-07-01";"2015-07-16"
"milk shake";8;0;1;0;"10/07/2015";"2ª semana";"16/07/2015";"alimentação";"2015-07-01";"2015-07-16"
"isopor / tinta - cha bebe";"9.25";0;1;0;"10/07/2015";"fim de semana";"18/07/2015";"compras";"2015-07-01";"2015-07-18"
"vestido madan";20;0;1;0;"10/07/2015";"3ª semana";"20/07/2015";"compras";"2015-07-01";"2015-07-20"
"mc donalds sorvete";"5.5";0;1;0;"10/07/2015";"3ª semana";"20/07/2015";"alimentação";"2015-07-01";"2015-07-20"
"ragazzo";"6.5";0;1;0;"10/07/2015";"3ª semana";"20/07/2015";"alimentação";"2015-07-01";"2015-07-20"
"pizza em pedaço shopping interlagos";"7.9";0;1;0;"10/07/2015";"3ª semana";"20/07/2015";"alimentação";"2015-07-01";"2015-07-20"
"starbucks";"3.8";0;1;0;"10/07/2015";"3ª semana";"20/07/2015";"alimentação";"2015-07-01";"2015-07-20"
"chocolate";"7.5";0;1;0;"10/07/2015";"3ª semana";"23/07/2015";"alimentação";"2015-07-01";"2015-07-23"
"saque";40;0;1;0;"10/07/2015";"3ª semana";"25/07/2015";"saque";"2015-07-01";"2015-07-25"
"sptransp";110;0;1;0;"10/07/2015";"3ª semana";"25/07/2015";"transporte";"2015-07-01";"2015-07-25"
"remedio";"16.08";0;1;0;"10/07/2015";"fim de semana";"26/07/2015";"compras";"2015-07-01";"2015-07-26"
"chocolate / coca cola";"11.1";0;1;0;"10/07/2015";"4ª semana";"31/07/2015";"alimentação";"2015-07-01";"2015-07-31"
"café";7;0;1;0;"10/07/2015";"5ª semana";"03/08/2015";"alimentação";"2015-07-01";"2015-08-03"
"emprestimos - itau";"8710.82";1;0;0;"10/07/2015";"5ª semana";"03/08/2015";"banco";"2015-07-01";"2015-08-03"
"benção";1690;1;0;0;"10/07/2015";"5ª semana";"03/08/2015";"igreja";"2015-07-01";"2015-08-03"
"café";"14.5";0;1;0;"10/07/2015";"5ª semana";"07/08/2015";"alimentação";"2015-07-01";"2015-08-07"
"agua";"2.4";0;1;0;"10/07/2015";"5ª semana";"03/08/2015";"alimentação";"2015-07-01";"2015-08-03"
"conserto do carro - bezerra 3/3";0;0;1;1;"10/08/2015";"fim de semana";"22/08/2015";"carro";"2015-08-01";"2015-08-22"
"SEGURO CARTÃO";"5.32";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"banco";"2015-08-01";"2015-08-11"
"UNICEF";50;1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"doação";"2015-08-01";"2015-08-11"
"TAXA CONTA JURIDICA";57;1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"banco";"2015-08-01";"2015-08-11"
"SEGURO RESIDENCIA";"45.74";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"banco";"2015-08-01";"2015-08-11"
"luz";"73.01";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"moradia";"2015-08-01";"2015-08-11"
"net";"228.65";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"moradia";"2015-08-01";"2015-08-11"
"consorcio";"536.46";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"investimento";"2015-08-01";"2015-08-11"
"contador";130;1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"contador";"2015-08-01";"2015-08-11"
"iss - boleto - 2%";"148.01";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"imposto";"2015-08-01";"2015-08-11"
"csll tri - boleto - 1";88;"139.13";1;0;"10/08/2015";"1ª semana";"11/08/2015";"imposto";"2015-08-01";"2015-08-11"
"irpj - boleto - 0";90;"66.61";1;0;"10/08/2015";"1ª semana";"11/08/2015";"imposto";"2015-08-01";"2015-08-11"
"sptransp";100;1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"transporte";"2015-08-01";"2015-08-11"
"custo total aluguel";"1314.14";1;0;0;"10/08/2015";"1ª semana";"11/08/2015";"moradia";"2015-08-01";"2015-08-11"
"cartão de credito";3106;1;0;0;"10/08/2015";"2ª semana";"17/08/2015";"cartão credito";"2015-08-01";"2015-08-17"
"comoda";"243.71";0;1;0;"10/08/2015";"1ª semana";"10/08/2015";"compras";"2015-08-01";"2015-08-10"
"colchão";"114.95";0;1;0;"10/08/2015";"1ª semana";"10/08/2015";"compras";"2015-08-01";"2015-08-10"
"parafusadeira";"88.42";0;1;0;"10/08/2015";"1ª semana";"10/08/2015";"compras";"2015-08-01";"2015-08-10"
"emprestimo";50;0;1;0;"10/08/2015";"1ª semana";"10/08/2015";"compras";"2015-08-01";"2015-08-10"
"chocolate";"6.37";0;1;0;"10/08/2015";"2ª semana";"17/08/2015";"alimentação";"2015-08-01";"2015-08-17"
"mac donalds";8;0;1;0;"10/08/2015";"2ª semana";"17/08/2015";"alimentação";"2015-08-01";"2015-08-17"
"esfiha";4;0;1;0;"10/08/2015";"2ª semana";"17/08/2015";"alimentação";"2015-08-01";"2015-08-17"
"padaria - tomar café";"7.5";0;1;0;"10/08/2015";"2ª semana";"17/08/2015";"alimentação";"2015-08-01";"2015-08-17"
"saque";70;0;1;0;"10/08/2015";"fim de semana";"16/08/2015";"saque";"2015-08-01";"2015-08-16"
"consorcio";0;1;0;0;"10/08/2015";"fim de semana";"22/08/2015";"investimento";"2015-08-01";"2015-08-22"
"TAXA CONTA FISICA";45;1;0;0;"10/08/2015";"4ª semana";"02/09/2015";"banco";"2015-08-01";"2015-09-02"
"habibs - jantar";"5.5";0;1;0;"10/08/2015";"2ª semana";"19/08/2015";"alimentação";"2015-08-01";"2015-08-19"
"habibs - jantar";"4.9";0;1;0;"10/08/2015";"2ª semana";"19/08/2015";"alimentação";"2015-08-01";"2015-08-19"
"milk tatuape";6;0;1;0;"10/08/2015";"2ª semana";"19/08/2015";"alimentação";"2015-08-01";"2015-08-19"
"sptransp";100;1;0;0;"10/08/2015";"2ª semana";"20/08/2015";"transporte";"2015-08-01";"2015-08-20"
"sptransp";230;1;0;0;"10/08/2015";"2ª semana";"20/08/2015";"transporte";"2015-08-01";"2015-08-20"
"saque";20;0;1;0;"10/08/2015";"2ª semana";"20/08/2015";"saque";"2015-08-01";"2015-08-20"
"barras cereal";"4.87";0;1;0;"10/08/2015";"2ª semana";"21/08/2015";"alimentação";"2015-08-01";"2015-08-21"
"salada de frutas";0;0;1;0;"10/08/2015";"2ª semana";"20/08/2015";"alimentação";"2015-08-01";"2015-08-20"
"mercado";"70.7";0;1;0;"10/08/2015";"fim de semana";"22/08/2015";"mercado";"2015-08-01";"2015-08-22"
"sorvete";"12.8";0;1;0;"10/08/2015";"2ª semana";"21/08/2015";"alimentação";"2015-08-01";"2015-08-21"
"lanche kfc tatuape";"28.5";0;1;0;"10/08/2015";"2ª semana";"21/08/2015";"alimentação";"2015-08-01";"2015-08-21"
"suco bagaço - tatuape";"9.9";0;1;0;"10/08/2015";"2ª semana";"21/08/2015";"alimentação";"2015-08-01";"2015-08-21"
"oferta missão";100;0;1;0;"10/08/2015";"fim de semana";"23/08/2015";"compras";"2015-08-01";"2015-08-23"
"feira";60;0;1;0;"10/08/2015";"fim de semana";"23/08/2015";"feira";"2015-08-01";"2015-08-23"
"saque";20;0;1;0;"10/08/2015";"fim de semana";"23/08/2015";"saque";"2015-08-01";"2015-08-23"
"padaria / pao de queijo";4;0;1;0;"10/08/2015";"3ª semana";"26/08/2015";"alimentação";"2015-08-01";"2015-08-26"
"sorvete";8;0;1;0;"10/08/2015";"3ª semana";"26/08/2015";"alimentação";"2015-08-01";"2015-08-26"
"sptransp";50;1;0;0;"10/08/2015";"3ª semana";"26/08/2015";"transporte";"2015-08-01";"2015-08-26"
"saque";120;0;1;0;"10/08/2015";"3ª semana";"26/08/2015";"saque";"2015-08-01";"2015-08-26"
"mercado";"12.47";0;1;0;"10/08/2015";"3ª semana";"27/08/2015";"mercado";"2015-08-01";"2015-08-27"
"mc donalds - tatuape";8;0;1;0;"10/08/2015";"3ª semana";"27/08/2015";"alimentação";"2015-08-01";"2015-08-27"
"milk tatupe";"4.9";0;1;0;"10/08/2015";"3ª semana";"27/08/2015";"alimentação";"2015-08-01";"2015-08-27"
"suco bagaço - tatuape";"9.9";0;1;0;"10/08/2015";"fim de semana";"30/08/2015";"alimentação";"2015-08-01";"2015-08-30"
"padaria - pao";"13.4";0;1;0;"10/08/2015";"4ª semana";"01/09/2015";"padaria";"2015-08-01";"2015-09-01"
"padaria - pao";"15.9";0;1;0;"10/08/2015";"4ª semana";"02/09/2015";"padaria";"2015-08-01";"2015-09-02"
"sorvete";"4.5";0;1;0;"10/08/2015";"4ª semana";"02/09/2015";"alimentação";"2015-08-01";"2015-09-02"
"saque";200;0;1;0;"10/08/2015";"4ª semana";"04/09/2015";"saque";"2015-08-01";"2015-09-04"
"almoço";"18.96";0;1;0;"10/08/2015";"4ª semana";"04/09/2015";"alimentação";"2015-08-01";"2015-09-04"
"barra cereal";"3.99";0;1;0;"10/08/2015";"4ª semana";"04/09/2015";"alimentação";"2015-08-01";"2015-09-04"
"padaria";"11.5";0;1;0;"10/08/2015";"4ª semana";"04/09/2015";"alimentação";"2015-08-01";"2015-09-04"
"cartão michelle";470;1;0;0;"10/08/2015";"5ª semana";"09/09/2015";"michelle";"2015-08-01";"2015-09-09"
"diferença banco";0;1;0;0;"10/08/2015";"5ª semana";"10/09/2015";"divergente";"2015-08-01";"2015-09-10"
"conserto do carro - bezerra 3/3";70;0;1;1;"10/09/2015";"fim de semana";"10/09/2015";"carro";"2015-09-01";"2015-09-10"
"SEGURO CARTÃO";"5.32";1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"banco";"2015-09-01";"2015-09-10"
"UNICEF";50;1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"doação";"2015-09-01";"2015-09-10"
"TAXA CONTA JURIDICA";57;1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"banco";"2015-09-01";"2015-09-10"
"SEGURO RESIDENCIA";"45.74";1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"banco";"2015-09-01";"2015-09-10"
"luz";"61.61";1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"moradia";"2015-09-01";"2015-09-10"
"net";"236.24";1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"moradia";"2015-09-01";"2015-09-10"
"consorcio";"536.46";1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"investimento";"2015-09-01";"2015-09-10"
"contador";130;1;0;0;"10/09/2015";"1ª semana";"15/09/2015";"contador";"2015-09-01";"2015-09-15"
"iss - boleto - 2%";"148.01";1;0;0;"10/09/2015";"1ª semana";"16/09/2015";"imposto";"2015-09-01";"2015-09-16"
"csll tri - boleto - 1";88;"139.13";1;0;"10/09/2015";"1ª semana";"16/09/2015";"imposto";"2015-09-01";"2015-09-16"
"irpj - boleto - 0";90;"66.61";1;0;"10/09/2015";"1ª semana";"16/09/2015";"imposto";"2015-09-01";"2015-09-16"
"sptransp";230;1;0;0;"10/09/2015";"1ª semana";"20/09/2015";"transporte";"2015-09-01";"2015-09-20"
"custo total aluguel";"1314.42";1;0;0;"10/09/2015";"1ª semana";"10/09/2015";"moradia";"2015-09-01";"2015-09-10"
"cartão de credito";3076;1;0;0;"10/09/2015";"2ª semana";"17/09/2015";"cartão credito";"2015-09-01";"2015-09-17"
"TAXA CONTA FISICA";48;1;0;0;"10/09/2015";"4ª semana";"04/10/2015";"banco";"2015-09-01";"2015-10-04"
"feira";80;0;1;0;"10/09/2015";"fim de semana";"13/09/2015";"feira";"2015-09-01";"2015-09-13"
"saque";400;1;0;0;"10/09/2015";"fim de semana";"10/09/2015";"saque";"2015-09-01";"2015-09-10"
"prev social - inss 08/2012";"102.05";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"RFB - Darf - 2089 31/12/2014";"169.78";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"RFB - Darf - 2089 30/09/2013";"172.67";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"RFB - Darf - 2372 30/09/2013";"180.32";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"RFB - Darf - 2372 31/12/2013";"354.63";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"RFB - Darf - 2985 30/11/2013";"189.78";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"RFB - Darf - 2985 30/09/2013";"191.84";1;0;0;"10/09/2015";"2ª semana";"15/09/2015";"imposto";"2015-09-01";"2015-09-15"
"boleto moçambique";50;1;0;0;"10/09/2015";"2ª semana";"16/09/2015";"igreja";"2015-09-01";"2015-09-16"
"dizimo";850;1;0;0;"10/09/2015";"2ª semana";"08/10/2015";"igreja";"2015-09-01";"2015-10-08"
"sptransp";82;1;0;0;"10/09/2015";"fim de semana";"20/09/2015";"transporte";"2015-09-01";"2015-09-20"
"credito celular";35;0;1;0;"10/09/2015";"3ª semana";"23/09/2015";"celular";"2015-09-01";"2015-09-23"
"saque";150;0;1;0;"10/09/2015";"4ª semana";"29/09/2015";"saque";"2015-09-01";"2015-09-29"
"feira";50;0;1;0;"10/09/2015";"4ª semana";"29/09/2015";"feira";"2015-09-01";"2015-09-29"
"besni";"90.98";0;1;0;"10/09/2015";"4ª semana";"29/09/2015";"compras";"2015-09-01";"2015-09-29"
"saque";100;0;1;0;"10/09/2015";"5ª semana";"02/10/2015";"saque";"2015-09-01";"2015-10-02"
"fotos";200;0;1;0;"10/09/2015";"5ª semana";"05/10/2015";"compras";"2015-09-01";"2015-10-05"
"mercado";"60.06";0;1;0;"10/09/2015";"5ª semana";"07/10/2015";"mercado";"2015-09-01";"2015-10-07"
"chocolate";"13.8";0;1;0;"10/09/2015";"5ª semana";"07/10/2015";"alimentação";"2015-09-01";"2015-10-07"
"diferença";"558.67";1;0;0;"10/09/2015";"fim de semana";"10/09/2015";"divergente";"2015-09-01";"2015-09-10"
"SEGURO CARTÃO";"5.32";1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"banco";"2015-10-01";"2015-10-13"
"UNICEF";50;1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"doação";"2015-10-01";"2015-10-13"
"TAXA CONTA JURIDICA";57;1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"banco";"2015-10-01";"2015-10-13"
"SEGURO RESIDENCIA";"45.74";1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"banco";"2015-10-01";"2015-10-13"
"luz";"84.35";1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"moradia";"2015-10-01";"2015-10-13"
"net";"222.79";1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"moradia";"2015-10-01";"2015-10-13"
"consorcio";"536.46";1;0;0;"10/10/2015";"1ª semana";"15/10/2015";"investimento";"2015-10-01";"2015-10-15"
"contador";130;1;0;0;"10/10/2015";"1ª semana";"14/10/2015";"contador";"2015-10-01";"2015-10-14"
"iss - boleto - 2%";"148.01";1;0;0;"10/10/2015";"1ª semana";"10/10/2015";"imposto";"2015-10-01";"2015-10-10"
"csll tri - boleto - 1";88;"139.13";1;0;"10/10/2015";"1ª semana";"10/10/2015";"imposto";"2015-10-01";"2015-10-10"
"irpj - boleto - 0";90;"66.61";1;0;"10/10/2015";"1ª semana";"10/10/2015";"imposto";"2015-10-01";"2015-10-10"
"sptransp";230;1;0;0;"10/10/2015";"1ª semana";"10/10/2015";"transporte";"2015-10-01";"2015-10-10"
"custo total aluguel";"1317.18";1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"moradia";"2015-10-01";"2015-10-13"
"cartão de credito";"3124.83";1;0;0;"10/10/2015";"1ª semana";"13/10/2015";"cartão credito";"2015-10-01";"2015-10-13"
"boleto moçambique";50;1;0;0;"10/10/2015";"2ª semana";"19/10/2015";"igreja";"2015-10-01";"2015-10-19"
"dizimo";740;1;0;0;"10/10/2015";"2ª semana";"22/10/2015";"igreja";"2015-10-01";"2015-10-22"
"TAXA CONTA FISICA";48;1;0;0;"10/10/2015";"4ª semana";"04/11/2015";"banco";"2015-10-01";"2015-11-04"
"canenole";"25.8";0;1;0;"10/10/2015";"fim de semana";"11/10/2015";"alimentação";"2015-10-01";"2015-10-11"
"saque";122;0;1;0;"10/10/2015";"fim de semana";"11/10/2015";"saque";"2015-10-01";"2015-10-11"
"mercado";"25.8";0;1;0;"10/10/2015";"fim de semana";"11/10/2015";"mercado";"2015-10-01";"2015-10-11"
"feira";"53.02";0;1;0;"10/10/2015";"fim de semana";"11/10/2015";"feira";"2015-10-01";"2015-10-11"
"mercado";"75.63";0;1;0;"10/10/2015";"1ª semana";"12/10/2015";"mercado";"2015-10-01";"2015-10-12"
"mercado";106;0;1;0;"10/10/2015";"1ª semana";"14/10/2015";"mercado";"2015-10-01";"2015-10-14"
"localiza - aluguel carro";"108.84";0;1;0;"10/10/2015";"1ª semana";"14/10/2015";"carro";"2015-10-01";"2015-10-14"
"convenio samuel";160;0;1;0;"10/10/2015";"1ª semana";"15/10/2015";"compras";"2015-10-01";"2015-10-15"
"almoço";"35.55";0;1;0;"10/10/2015";"1ª semana";"14/10/2015";"alimentação";"2015-10-01";"2015-10-14"
"padaria";"13.34";0;1;0;"10/10/2015";"1ª semana";"16/10/2015";"padaria";"2015-10-01";"2015-10-16"
"almoço - sabado";"29.3";0;1;0;"10/10/2015";"fim de semana";"17/10/2015";"alimentação";"2015-10-01";"2015-10-17"
"suco bagaço - tatuape";"18.4";0;1;0;"10/10/2015";"fim de semana";"17/10/2015";"alimentação";"2015-10-01";"2015-10-17"
"roupa samuel";83;0;1;0;"10/10/2015";"fim de semana";"17/10/2015";"compras";"2015-10-01";"2015-10-17"
"saque";50;0;1;0;"10/10/2015";"fim de semana";"17/10/2015";"saque";"2015-10-01";"2015-10-17"
"roupa - akkar";150;0;1;0;"10/10/2015";"fim de semana";"17/10/2015";"compras";"2015-10-01";"2015-10-17"
"roupa - michelle";"79.98";0;1;0;"10/10/2015";"fim de semana";"17/10/2015";"compras";"2015-10-01";"2015-10-17"
"saque";10;0;1;0;"10/10/2015";"2ª semana";"22/10/2015";"saque";"2015-10-01";"2015-10-22"
"mercado";"65.25";0;1;0;"10/10/2015";"2ª semana";"19/10/2015";"mercado";"2015-10-01";"2015-10-19"
"café / sobremesa - dona chocolate";"28.38";0;1;0;"10/10/2015";"2ª semana";"23/10/2015";"alimentação";"2015-10-01";"2015-10-23"
"doces / chocolate";"7.49";0;1;0;"10/10/2015";"2ª semana";"23/10/2015";"alimentação";"2015-10-01";"2015-10-23"
"blusinha michelle";"19.99";0;1;0;"10/10/2015";"2ª semana";"23/10/2015";"compras";"2015-10-01";"2015-10-23"
"sorvete";9;0;1;0;"10/10/2015";"2ª semana";"23/10/2015";"alimentação";"2015-10-01";"2015-10-23"
"padaria";"42.68";0;1;0;"10/10/2015";"fim de semana";"24/10/2015";"padaria";"2015-10-01";"2015-10-24"
"hipogloss";14;0;1;0;"10/10/2015";"fim de semana";"26/10/2015";"farmacia";"2015-10-01";"2015-10-26"
"saque";77;0;1;0;"10/10/2015";"fim de semana";"24/10/2015";"saque";"2015-10-01";"2015-10-24"
"cabelereiro";20;0;1;0;"10/10/2015";"fim de semana";"24/10/2015";"compras";"2015-10-01";"2015-10-24"
"farmacia - colikids";"79.08";0;1;0;"10/10/2015";"fim de semana";"24/10/2015";"farmacia";"2015-10-01";"2015-10-24"
"mercado";"70.18";0;1;0;"10/10/2015";"fim de semana";"24/10/2015";"mercado";"2015-10-01";"2015-10-24"
"madam modas";"39.99";0;1;0;"10/10/2015";"3ª semana";"27/10/2015";"compras";"2015-10-01";"2015-10-27"
"carrefour";"76.47";0;1;0;"10/10/2015";"3ª semana";"28/10/2015";"mercado";"2015-10-01";"2015-10-28"
"café da manha";21;0;1;0;"10/10/2015";"3ª semana";"28/10/2015";"alimentação";"2015-10-01";"2015-10-28"
"saque";40;0;1;0;"10/10/2015";"3ª semana";"29/10/2015";"saque";"2015-10-01";"2015-10-29"
"café";9;0;1;0;"10/10/2015";"3ª semana";"29/10/2015";"alimentação";"2015-10-01";"2015-10-29"
"padaria";"40.12";0;1;0;"10/10/2015";"3ª semana";"30/10/2015";"padaria";"2015-10-01";"2015-10-30"
"posto gasolina";50;1;0;0;"10/10/2015";"4ª semana";"02/11/2015";"carro";"2015-10-01";"2015-11-02"
"conveniencia posto gasolina";"65.29";0;1;0;"10/10/2015";"4ª semana";"02/11/2015";"alimentação";"2015-10-01";"2015-11-02"
"almoço";"19.51";0;1;0;"10/10/2015";"4ª semana";"03/11/2015";"alimentação";"2015-10-01";"2015-11-03"
"mercado";"103.96";0;1;0;"10/10/2015";"4ª semana";"03/11/2015";"mercado";"2015-10-01";"2015-11-03"
"café";"6.5";0;1;0;"10/10/2015";"4ª semana";"05/11/2015";"alimentação";"2015-10-01";"2015-11-05"
"padaria";"24.31";0;1;0;"10/10/2015";"4ª semana";"06/11/2015";"padaria";"2015-10-01";"2015-11-06"
"saque";100;0;1;0;"10/10/2015";"4ª semana";"07/11/2015";"saque";"2015-10-01";"2015-11-07"
"almoço";30;0;1;0;"10/10/2015";"fim de semana";"09/11/2015";"alimentação";"2015-10-01";"2015-11-09"
"mercado";"27.05";0;1;0;"10/10/2015";"fim de semana";"09/11/2015";"mercado";"2015-10-01";"2015-11-09"
"SEGURO CARTÃO";"5.32";1;0;0;"10/11/2015";"1ª semana";"10/11/2015";"banco";"2015-11-01";"2015-11-10"
"UNICEF";50;1;0;0;"10/11/2015";"1ª semana";"10/11/2015";"doação";"2015-11-01";"2015-11-10"
"TAXA CONTA JURIDICA";57;1;0;0;"10/11/2015";"1ª semana";"10/11/2015";"banco";"2015-11-01";"2015-11-10"
"SEGURO RESIDENCIA";"45.74";1;0;0;"10/11/2015";"1ª semana";"10/11/2015";"banco";"2015-11-01";"2015-11-10"
"net";"270.54";1;0;0;"10/11/2015";"1ª semana";"10/11/2015";"moradia";"2015-11-01";"2015-11-10"
"luz";"104.68";1;0;0;"10/11/2015";"1ª semana";"10/11/2015";"moradia";"2015-11-01";"2015-11-10"
"consorcio";"536.46";1;0;0;"10/11/2015";"1ª semana";"16/11/2015";"investimento";"2015-11-01";"2015-11-16"
"contador";130;1;0;0;"10/11/2015";"1ª semana";"11/11/2015";"contador";"2015-11-01";"2015-11-11"
"iss - boleto - 2%";"148.01";1;0;0;"10/11/2015";"1ª semana";"11/11/2015";"imposto";"2015-11-01";"2015-11-11"
"csll tri - boleto - 1";88;"139.13";1;0;"10/11/2015";"1ª semana";"11/11/2015";"imposto";"2015-11-01";"2015-11-11"
"irpj - boleto - 0";90;"66.61";1;0;"10/11/2015";"1ª semana";"11/11/2015";"imposto";"2015-11-01";"2015-11-11"
"sptransp";230;1;0;0;"10/11/2015";"1ª semana";"25/11/2015";"transporte";"2015-11-01";"2015-11-25"
