"tipo_custo";"data_custo";"custo";"info_banco";"valor";"valor_custo";"valor_entrada";"ref_base";"dt_pagto_bq";"dt_custo_bq"
"saldo";"07/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-07"
"moradia";"08/07/2021";"INT PAG TIT 109075349218";4175;-546,08;546,08;0;01/07/2021;"2021-07-01";"2021-07-08"
"alimentação";"08/07/2021";"ELECTRONCASA BALDUC";9212;-13,9;13,9;0;01/07/2021;"2021-07-01";"2021-07-08"
"alimentação";"08/07/2021";"ELECTRONCASA BALDUC";9212;-28,8;28,8;0;01/07/2021;"2021-07-01";"2021-07-08"
"alimentação";"08/07/2021";"ELECTRONMC DONALDS";9212;-38,8;38,8;0;01/07/2021;"2021-07-01";"2021-07-08"
"compras";"08/07/2021";"ELECTRONRIACHUELO-F";9212;-179,7;179,7;0;01/07/2021;"2021-07-01";"2021-07-08"
"compras";"08/07/2021";"ELECTRONS KOMESU MA";9212;-15,45;15,45;0;01/07/2021;"2021-07-01";"2021-07-08"
"compras";"08/07/2021";"ELECTRONSACARIA MAL";9212;-28,6;28,6;0;01/07/2021;"2021-07-01";"2021-07-08"
"alimentação";"08/07/2021";"ELECTRONSUCOECIA";9212;-3,5;3,5;0;01/07/2021;"2021-07-01";"2021-07-08"
"alimentação";"08/07/2021";"ELECTRONSUCOECIA";9212;-9;9;0;01/07/2021;"2021-07-01";"2021-07-08"
"cabeleireiro";"08/07/2021";"PIX TRANSF  Alexand08/07";9136;-25;25;0;01/07/2021;"2021-07-01";"2021-07-08"
"resgate";"08/07/2021";"TBI 9293.22915-0/500";4175;1591,52;0;1591;01/07/2021;"2021-07-01";"2021-07-08"
"saldo";"08/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-08"
"saque";"12/07/2021";"SAQUE 24H 10873537 11/07";5086;-100;100;0;01/07/2021;"2021-07-01";"2021-07-12"
"celular";"12/07/2021";"INT NEXTEL 9199999667644";4175;-51;51;0;01/07/2021;"2021-07-01";"2021-07-12"
"padaria";"12/07/2021";"ELECTRONARIZONA PAE";9212;-27,28;27,28;0;01/07/2021;"2021-07-01";"2021-07-12"
"compras";"12/07/2021";"ELECTRONMARCIO ANTO";9212;-45;45;0;01/07/2021;"2021-07-01";"2021-07-12"
"alimentação";"12/07/2021";"ELECTRONPAG*Frigott";9212;-52;52;0;01/07/2021;"2021-07-01";"2021-07-12"
"farmacia";"12/07/2021";"ELECTRONPROMOFARMA";9212;-62,99;62,99;0;01/07/2021;"2021-07-01";"2021-07-12"
"farmacia";"12/07/2021";"ELECTRONPROMOFARMA";9212;-20,18;20,18;0;01/07/2021;"2021-07-01";"2021-07-12"
"compras";"12/07/2021";"ELECTRONSONEDA PERF";9212;-6,2;6,2;0;01/07/2021;"2021-07-01";"2021-07-12"
"mercado";"12/07/2021";"ELECTRONTRIMAIS II";9212;-28,9;28,9;0;01/07/2021;"2021-07-01";"2021-07-12"
"mercado";"12/07/2021";"ELECTRONTRIMAIS II";9212;-2,59;2,59;0;01/07/2021;"2021-07-01";"2021-07-12"
"mercado";"12/07/2021";"ELECTRONTRIMAIS II";9212;-39,4;39,4;0;01/07/2021;"2021-07-01";"2021-07-12"
"mercado";"12/07/2021";"ELECTRONTRIMAIS II";9212;-54,31;54,31;0;01/07/2021;"2021-07-01";"2021-07-12"
"mercado";"12/07/2021";"ELECTRONTRIMAIS II";9212;-45,26;45,26;0;01/07/2021;"2021-07-01";"2021-07-12"
"compras";"12/07/2021";"ELECTRONYINGXUE MA";9212;-24;24;0;01/07/2021;"2021-07-01";"2021-07-12"
"compras";"12/07/2021";"ELECTRONYINGXUE MA";9212;-34;34;0;01/07/2021;"2021-07-01";"2021-07-12"
"carro";"12/07/2021";"PIX TRANSF  ALDAIR 10/07";9126;-25;25;0;01/07/2021;"2021-07-01";"2021-07-12"
"banco";"12/07/2021";"SEGURO CARTAO";9293;-6,94;6,94;0;01/07/2021;"2021-07-01";"2021-07-12"
"doação";"12/07/2021";"DEB AUTOR UNICEF";9293;-75;75;0;01/07/2021;"2021-07-01";"2021-07-12"
"saldo";"12/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-12"
"padaria";"13/07/2021";"ELECTRONPADARIA PAL";9212;-2;2;0;01/07/2021;"2021-07-01";"2021-07-13"
"saldo";"13/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";"2021-07-13"
"compras";"14/07/2021";"SAQUE 24H 00792325";5086;-300;300;0;01/07/2021;"2021-07-01";"2021-07-14"
"compras";"14/07/2021";"ELECTRONGEMMISAN CO";9212;-15;15;0;01/07/2021;"2021-07-01";"2021-07-14"
"compras";"14/07/2021";"ELECTRONKALUNGA NOV";9212;-9,4;9,4;0;01/07/2021;"2021-07-01";"2021-07-14"
"compras";"14/07/2021";"ELECTRONKALUNGA NOV";9212;-4,7;4,7;0;01/07/2021;"2021-07-01";"2021-07-14"
"alimentação";"14/07/2021";"ELECTRONMC DONALDS";9212;-29,3;29,3;0;01/07/2021;"2021-07-01";"2021-07-14"
"alimentação";"14/07/2021";"ELECTRONPOLLY EMPOR";9212;-1,5;1,5;0;01/07/2021;"2021-07-01";"2021-07-14"
"farmacia";"14/07/2021";"ELECTRONPROMO FARMA";9212;-5,29;5,29;0;01/07/2021;"2021-07-01";"2021-07-14"
"farmacia";"14/07/2021";"ELECTRONPROMOFARMA";9212;-39,42;39,42;0;01/07/2021;"2021-07-01";"2021-07-14"
"compras";"14/07/2021";"ELECTRONVICTOR MORE";9212;-49,9;49,9;0;01/07/2021;"2021-07-01";"2021-07-14"
"moradia";"14/07/2021";"PIX TRANSF  ELIZABE14/07";9126;-200;200;0;01/07/2021;"2021-07-01";"2021-07-14"
"creche";"14/07/2021";"PIX TRANSF  ESPACO 14/07";9123;-462;462;0;01/07/2021;"2021-07-01";"2021-07-14"
"podologa";"14/07/2021";"PIX TRANSF  Vanessa14/07";9128;-90;90;0;01/07/2021;"2021-07-01";"2021-07-14"
"saldo";"14/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";"2021-07-14"
"compras";"15/07/2021";"ELECTRONMARCO MACIE";"9212";-18;18;0;01/07/2021;"2021-07-01";"2021-07-15"
"compras";"15/07/2021";"ELECTRONRODOSNACK R";"9212";-13,5;13,5;0;01/07/2021;"2021-07-01";"2021-07-15"
"saldo";"15/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";"2021-07-15"
"saque";"16/07/2021";"SAQUE 24H 01675115";"5086";-250;250;0;01/07/2021;"2021-07-01";"2021-07-16"
"saldo";"16/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";"2021-07-16"
"padaria";"19/07/2021";"ELECTRONARIZONA PAE";"9212";-36,25;36,25;0;01/07/2021;"2021-07-01";"2021-07-17"
"alimentação";"19/07/2021";"ELECTRONBD";"9212";-11;11;0;01/07/2021;"2021-07-01";"2021-07-17"
"compras";"19/07/2021";"ELECTRONCONVENIENCI";"9212";-5;5;0;01/07/2021;"2021-07-01";"2021-07-17"
"compras";"19/07/2021";"ELECTRONCONVENIENCI";"9212";-2;2;0;01/07/2021;"2021-07-01";"2021-07-19"
"farmacia";"19/07/2021";"ELECTRONDROGARIA PR";"9212";-24,99;24,99;0;01/07/2021;"2021-07-01";2021-07-19
"farmacia";"19/07/2021";"ELECTRONFARMACIAS P";"9212";-5,99;5,99;0;01/07/2021;"2021-07-01";2021-07-19
"compras";"19/07/2021";"ELECTRONLOJAS AMERI";"9212";-11,99;11,99;0;01/07/2021;"2021-07-01";2021-07-19
"compras";"19/07/2021";"ELECTRONLOUCADEMIA";"9212";-50;50;0;01/07/2021;"2021-07-01";2021-07-19
"compras";"19/07/2021";"ELECTRONNOVA BRUXEL";"9212";-40;40;0;01/07/2021;"2021-07-01";2021-07-19
"mercado";"19/07/2021";"ELECTRONTRIMAIS II";"9212";-35,95;35,95;0;01/07/2021;"2021-07-01";2021-07-19
"mercado";"19/07/2021";"ELECTRONTRIMAIS II";"9212";-53,39;53,39;0;01/07/2021;"2021-07-01";2021-07-19
"cartão de credito";"19/07/2021";"INT ITAUCARD";"4175";-5001,27;5001,27;0;01/07/2021;"2021-07-01";2021-07-19
"saldo";"19/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";2021-07-19
"compras";"20/07/2021";"CXE     000141 SAQUE";"3036";-40;40;0;01/07/2021;"2021-07-01";2021-07-20
"padaria";"20/07/2021";"ELECTRONARIZONA PAE";"9212";-4,3;4,3;0;01/07/2021;"2021-07-01";2021-07-20
"compras";"20/07/2021";"ELECTRONPERFUMARIA";"9212";-21,8;21,8;0;01/07/2021;"2021-07-01";2021-07-20
"carro";"20/07/2021";"DEB AUTOR AZUL CIA SEG";"9293";-238,78;238,78;0;01/07/2021;"2021-07-01";2021-07-20
"saldo";"20/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";2021-07-20
"carro";"22/07/2021";"ELECTRONAUTO POSTO";"9212";-9,98;9,98;0;01/07/2021;"2021-07-01";2021-07-22
"saldo";"22/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";2021-07-22
"padaria";"23/07/2021";"ELECTRONARIZONA PAE";"9212";-9,42;9,42;0;01/07/2021;"2021-07-01";2021-07-23
"compras";"23/07/2021";"ELECTRONLOJAS AMERI";"9212";-32,97;32,97;0;01/07/2021;"2021-07-01";2021-07-23
"compras";"23/07/2021";"ELECTRONPAG*Lanchon";"9212";-9;9;0;01/07/2021;"2021-07-01";2021-07-23
"mercado";"23/07/2021";"ELECTRONTRIMAIS II";"9212";-39,07;39,07;0;01/07/2021;"2021-07-01";2021-07-23
"resgate";"23/07/2021";"TBI 9293.22915-0/500";"4175";8000;0;8000;01/07/2021;"2021-07-01";2021-07-23
"saldo";"23/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";2021-07-23
"seminario";"26/07/2021";"SAQUE 24H 10029585 25/07";"5086";-100;100;0;01/07/2021;"2021-07-01";2021-07-26
"compras";"26/07/2021";"ELECTRONARIZONA PAE";"9212";-67,67;67,67;0;01/07/2021;"2021-07-01";2021-07-26
"compras";"26/07/2021";"ELECTRONLOJAS AMERI";"9212";-20,65;20,65;0;01/07/2021;"2021-07-01";2021-07-26
"saque";"26/07/2021";"ELECTRONLOUCADEMIA";"9212";-25;25;0;01/07/2021;"2021-07-01";2021-07-26
"compras";"26/07/2021";"ELECTRONNOVA BRUXEL";"9212";-59;59;0;01/07/2021;"2021-07-01";2021-07-26
"compras";"26/07/2021";"ELECTRONPAG*diegoej";"9212";-6;6;0;01/07/2021;"2021-07-01";2021-07-26
"mercado";"26/07/2021";"ELECTRONPAG*Josisma";"9212";-5;5;0;01/07/2021;"2021-07-01";2021-07-26
"padaria";"26/07/2021";"ELECTRONPAG*ValterJ";"9212";-15;15;0;01/07/2021;"2021-07-01";2021-07-26
"compras";"26/07/2021";"PIX TRANSF  IMW R 324/07";"9779";-285;285;0;01/07/2021;"2021-07-01";2021-07-26
"saldo";"26/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";2021-07-26
"mercado";"27/07/2021";"ELECTRONTRIMAIS II";"9212";-53,38;53,38;0;01/07/2021;"2021-07-01";2021-07-27
"saldo";"27/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";2021-07-27
"compras";"28/07/2021";"ELECTRONBD";"9212";-11;11;0;01/07/2021;"2021-07-01";2021-07-28
"compras";"28/07/2021";"ELECTRONPAG*Lanchon";"9212";-13;13;0;01/07/2021;"2021-07-01";2021-07-28
"mercado";"28/07/2021";"ELECTRONTRIMAIS II";"9212";-27,4;27,4;0;01/07/2021;"2021-07-01";2021-07-28
"saldo";"28/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";2021-07-28
"saldo";"29/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";2021-07-29
"padaria";"30/07/2021";"ELECTRONARIZONA PAE";"9212";-3,13;3,13;0;01/07/2021;"2021-07-01";2021-07-30
"compras";"30/07/2021";"ELECTRONPAG*Lanchon";"9212";-5;5;0;01/07/2021;"2021-07-01";2021-07-30
"saldo";"30/07/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/07/2021;"2021-07-01";2021-07-30
"saldo";"31/07/2021";"SALDO DO DIA";;;0;0;01/07/2021;"2021-07-01";2021-07-31
"saldo";"30/07/2021";"SALDO ANTERIOR";;;0;0;01/08/2021;2021-08-01;2021-07-30
"resgate";"02/08/2021";"TBI 9293.22915-0/500";"4175";-2307,27;2307,27;0;01/08/2021;2021-08-01;2021-08-02
"padaria";"02/08/2021";"ELECTRONARIZONA PAE";"9212";-4,01;4,01;0;01/08/2021;2021-08-01;2021-08-02
"alimentação";"02/08/2021";"ELECTRONHABIBS";"9212";-28,4;28,4;0;01/08/2021;2021-08-01;2021-08-02
"compras";"02/08/2021";"ELECTRONNOVA BRUXEL";"9212";-72;72;0;01/08/2021;2021-08-01;2021-08-02
"farmacia";"02/08/2021";"ELECTRONPROMOFARMA";"9212";-87,34;87,34;0;01/08/2021;2021-08-01;2021-08-02
"compras";"02/08/2021";"ELECTRONSONEDA PERF";"9212";-123,75;123,75;0;01/08/2021;2021-08-01;2021-08-02
"mercado";"02/08/2021";"ELECTRONTRIMAIS II";"9212";-19,07;19,07;0;01/08/2021;2021-08-01;2021-08-02
"mercado";"02/08/2021";"ELECTRONTRIMAIS II";"9212";-76,29;76,29;0;01/08/2021;2021-08-01;2021-08-02
"igreja";"02/08/2021";"PIX TRANSF  IMW 3 R31/07";"9925";-403,08;403,08;0;01/08/2021;2021-08-01;2021-08-02
"pix";"02/08/2021";"PIX TRANSF  ANDRE N31/07";"9136";4030,85;0;4030,85;01/08/2021;2021-08-01;2021-08-02
"saldo";"02/08/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/08/2021;2021-08-01;2021-08-02
"banco";"03/08/2021";"IOF";;-29,11;29,11;0;01/08/2021;2021-08-01;2021-08-03
"compras";"03/08/2021";"ELECTRONPAG*NeusaCa";"9212";-7;7;0;01/08/2021;2021-08-01;2021-08-03
"compras";"03/08/2021";"ELECTRONPAG*NeusaCa";"9212";-8;8;0;01/08/2021;2021-08-01;2021-08-03
"compras";"03/08/2021";"ELECTRONPAG*RESTAUR";"9212";-5;5;0;01/08/2021;2021-08-01;2021-08-03
"compras";"03/08/2021";"ELECTRONPAG*RESTAUR";"9212";-2,5;2,5;0;01/08/2021;2021-08-01;2021-08-03
"mercado";"03/08/2021";"ELECTRONTRIMAIS II";"9212";-230,93;230,93;0;01/08/2021;2021-08-01;2021-08-03
"compras";"03/08/2021";"TAR PACOTE ITAU   JUL/21";"9293";-82,9;82,9;0;01/08/2021;2021-08-01;2021-08-03
"saldo";"03/08/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/08/2021;2021-08-01;2021-08-03
"compras";"04/08/2021";"ELECTRONLOUCADEMIA";"9212";-50;50;0;01/08/2021;2021-08-01;2021-08-04
"saldo";"04/08/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/08/2021;2021-08-01;2021-08-04
"compras";"05/08/2021";"ELECTRONENG CAETANO";"9212";-17,8;17,8;0;01/08/2021;2021-08-01;2021-08-05
"compras";"05/08/2021";"ELECTRONGRAN COFFEE";"9212";-3;3;0;01/08/2021;2021-08-01;2021-08-05
"mercado";"05/08/2021";"ELECTRONTRIMAIS II";"9212";-2,64;2,64;0;01/08/2021;2021-08-01;2021-08-05
"mercado";"05/08/2021";"ELECTRONTRIMAIS II";"9212";-75,55;75,55;0;01/08/2021;2021-08-01;2021-08-05
"compras";"05/08/2021";"DA  NEXTEL TELECOM 72411";"9293";-85;85;0;01/08/2021;2021-08-01;2021-08-05
"saldo";"05/08/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/08/2021;2021-08-01;2021-08-05
"compras";"06/08/2021";"ELECTRONRUFPLAST";"9212";-62,5;62,5;0;01/08/2021;2021-08-01;2021-08-06
"mercado";"06/08/2021";"ELECTRONTRIMAIS II";"9212";-243,56;243,56;0;01/08/2021;2021-08-01;2021-08-06
"mercado";"06/08/2021";"ELECTRONTRIMAIS II";"9212";-48,91;48,91;0;01/08/2021;2021-08-01;2021-08-06
"saldo";"06/08/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/08/2021;2021-08-01;2021-08-06
"compras";"09/08/2021";"PIX QRS Alexandro S07/08";"9122";-25;25;0;01/08/2021;2021-08-01;2021-08-09
"compras";"09/08/2021";"ELECTRONSODIMAC";"6509";-69,9;69,9;0;01/08/2021;2021-08-01;2021-08-09
"compras";"09/08/2021";"ELECTRONCHURRASQUIN";"6509";-19;19;0;01/08/2021;2021-08-01;2021-08-09
"mercado";"09/08/2021";"ELECTRONTRIMAIS II";"6509";-31,69;31,69;0;01/08/2021;2021-08-01;2021-08-09
"farmacia";"09/08/2021";"ELECTRONPROMOFARMA";"6501";-32,99;32,99;0;01/08/2021;2021-08-01;2021-08-09
"saldo";"09/08/2021";"SALDO DO DIA";;;;;;;
