"tipo_custo";"data_custo";"custo";"info_banco";"valor";"valor_custo";"valor_entrada";"ref_base";"dt_pagto_bq";"dt_custo_bq"
"farmacia";"01/03/2021";"ELECTRONDROGARIA PR";9212;-75,9;75,9;0;01/03/2021;"2021-03-01";"2021-03-01"
"compras";"01/03/2021";"ELECTRONFARMACIAS P";9212;-35,8;35,8;0;01/03/2021;"2021-03-01";"2021-03-01"
"alimentação";"01/03/2021";"ELECTRONMEU CHAPA B";9212;-63,6;63,6;0;01/03/2021;"2021-03-01";"2021-03-01"
"alimentação";"01/03/2021";"ELECTRONPAG*Frigott";9212;-59;59;0;01/03/2021;"2021-03-01";"2021-03-01"
"compras";"01/03/2021";"ELECTRONPAG*Geraldo";9212;-6;6;0;01/03/2021;"2021-03-01";"2021-03-01"
"farmacia";"01/03/2021";"ELECTRONPROMOFARMA";9212;-37,29;37,29;0;01/03/2021;"2021-03-01";"2021-03-01"
"farmacia";"01/03/2021";"ELECTRONR C P FARMA";9212;-90,68;90,68;0;01/03/2021;"2021-03-01";"2021-03-01"
"compras";"01/03/2021";"ELECTRONW PAPER";9212;-21,1;21,1;0;01/03/2021;"2021-03-01";"2021-03-01"
"salario";"01/03/2021";"PIX TRANSF  ANDRE N27/02";9953;3926,79;0;3926;01/03/2021;"2021-03-01";"2021-03-01"
"banco";"01/03/2021";"IOF";;-10,58;10,58;0;01/03/2021;"2021-03-01";"2021-03-01"
"saldo";"01/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-01"
"compras";"02/03/2021";"ELECTRONPAG*MONICAP";9212;-11,9;11,9;0;01/03/2021;"2021-03-01";"2021-03-02"
"mercado";"02/03/2021";"ELECTRONTRIMAIS II";9212;-104,22;104,22;0;01/03/2021;"2021-03-01";"2021-03-02"
"banco";"02/03/2021";"TAR PACOTE ITAU   FEV/21";9293;-79,5;79,5;0;01/03/2021;"2021-03-01";"2021-03-02"
"saldo";"02/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-02"
"enfermagem";"03/03/2021";"INT PAG TIT 109006113581";4175;-443,34;443,34;0;01/03/2021;"2021-03-01";"2021-03-03"
"moradia";"03/03/2021";"INT PAG TIT 109049905525";4175;-496,64;496,64;0;01/03/2021;"2021-03-01";"2021-03-03"
"compras";"03/03/2021";"ELECTRONPAG*DirceYu";9212;-3;3;0;01/03/2021;"2021-03-01";"2021-03-03"
"saldo";"03/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-03"
"saque";"04/03/2021";"SAQUE 24H 10024040";5086;-20;20;0;01/03/2021;"2021-03-01";"2021-03-04"
"natação";"04/03/2021";"ELECTRONCENTAURO SH";9212;-49,99;49,99;0;01/03/2021;"2021-03-01";"2021-03-04"
"compras";"04/03/2021";"ELECTRONPAG*MONICAP";9212;-18,4;18,4;0;01/03/2021;"2021-03-01";"2021-03-04"
"michelle";"04/03/2021";"PIX TRANSF  MICHELL04/03";9925;1000;0;1000;01/03/2021;"2021-03-01";"2021-03-04"
"saldo";"04/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-04"
"banco";"05/03/2021";"LIS/JUROS     21 DIAS";;-36,96;36,96;0;01/03/2021;"2021-03-01";"2021-03-05"
"saldo";"05/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-05"
"saque";"08/03/2021";"SAQUE 24H 16333155 07/03";5086;-100;100;0;01/03/2021;"2021-03-01";"2021-03-08"
"compras";"08/03/2021";"ELECTRONBD";9212;-11;11;0;01/03/2021;"2021-03-01";"2021-03-08"
"compras";"08/03/2021";"ELECTRONFENIX";9212;-53;53;0;01/03/2021;"2021-03-01";"2021-03-08"
"alimentação";"08/03/2021";"ELECTRONLOUCADEMIA";9212;-40;40;0;01/03/2021;"2021-03-01";"2021-03-08"
"alimentação";"08/03/2021";"ELECTRONPAG*Frigott";9212;-12,6;12,6;0;01/03/2021;"2021-03-01";"2021-03-08"
"mercado";"08/03/2021";"ELECTRONSONDA JACAN";9212;-97,49;97,49;0;01/03/2021;"2021-03-01";"2021-03-08"
"mercado";"08/03/2021";"ELECTRONTRIMAIS II";9212;-250,31;250,31;0;01/03/2021;"2021-03-01";"2021-03-08"
"saldo";"08/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-08"
"saldo";"09/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-09"
"banco";"10/03/2021";"SEGURO CARTAO";9293;-6,61;6,61;0;01/03/2021;"2021-03-01";"2021-03-10"
"saldo";"10/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-10"
"farmacia";"11/03/2021";"ELECTRONPROMOFARMA";9212;-12,69;12,69;0;01/03/2021;"2021-03-01";"2021-03-11"
"mercado";"11/03/2021";"ELECTRONTRIMAIS II";9212;-65,21;65,21;0;01/03/2021;"2021-03-01";"2021-03-11"
"mercado";"11/03/2021";"ELECTRONTRIMAIS II";9212;-192,66;192,66;0;01/03/2021;"2021-03-01";"2021-03-11"
"saldo";"11/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-11"
"celular";"12/03/2021";"INT NEXTEL 9299999684097";4175;-51;51;0;01/03/2021;"2021-03-01";"2021-03-12"
"celular";"12/03/2021";"INT NEXTEL 9899999684073";4175;-85;85;0;01/03/2021;"2021-03-01";"2021-03-12"
"seminario";"12/03/2021";"PIX TRANSF  IGREJA 12/03";9136;-385,75;385,75;0;01/03/2021;"2021-03-01";"2021-03-12"
"doação";"12/03/2021";"DEB AUTOR UNICEF";9293;-75;75;0;01/03/2021;"2021-03-01";"2021-03-12"
"saldo";"12/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-12"
"padaria";"15/03/2021";"ELECTRONARIZONA PAE";9212;-3,76;3,76;0;01/03/2021;"2021-03-01";"2021-03-15"
"alimentação";"15/03/2021";"ELECTRONBD";9212;-11;11;0;01/03/2021;"2021-03-01";"2021-03-15"
"compras";"15/03/2021";"ELECTRONFERNANDA GO";9212;-29;29;0;01/03/2021;"2021-03-01";"2021-03-15"
"compras";"15/03/2021";"ELECTRONLOUCADEMIA";9212;-60;60;0;01/03/2021;"2021-03-01";"2021-03-15"
"mercado";"15/03/2021";"ELECTRONTRIMAIS II";9212;-107,71;107,71;0;01/03/2021;"2021-03-01";"2021-03-15"
"cartão credito";"15/03/2021";"INT ITAUCARD";4175;-3876,74;3876,74;0;01/03/2021;"2021-03-01";"2021-03-15"
"salario";"15/03/2021";"PIX TRANSF  ANDRE N15/03";9028;5392;0;5392;01/03/2021;"2021-03-01";"2021-03-15"
"saldo";"15/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-15"
"igreja";"16/03/2021";"PIX TRANSF  IMW 3 R16/03";9123;-539,2;539,2;0;01/03/2021;"2021-03-01";"2021-03-16"
"saldo";"16/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-16"
"carro";"17/03/2021";"ELECTRONAUTO POSTO";9212;-14,22;14,22;0;01/03/2021;"2021-03-01";"2021-03-17"
"igreja";"17/03/2021";"ELECTRONBIBLIA CULT";9212;-46;46;0;01/03/2021;"2021-03-01";"2021-03-17"
"saldo";"17/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-17"
"farmacia";"18/03/2021";"ELECTRONDROGARIA PR";9212;-23,99;23,99;0;01/03/2021;"2021-03-01";"2021-03-18"
"saldo";"18/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-18"
"compras";"19/03/2021";"ELECTRONAUTOPASS";9212;-4,4;4,4;0;01/03/2021;"2021-03-01";"2021-03-19"
"alimentação";"19/03/2021";"ELECTRONLOJASMEL SA";9212;-19,98;19,98;0;01/03/2021;"2021-03-01";"2021-03-19"
"alimentação";"19/03/2021";"ELECTRONLOJASMEL SA";9212;-32,97;32,97;0;01/03/2021;"2021-03-01";"2021-03-19"
"saldo";"19/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-19"
"carro";"22/03/2021";"INT  PAG TIT BANCO 237";4175;-240,13;240,13;0;01/03/2021;"2021-03-01";"2021-03-22"
"alimentação";"22/03/2021";"ELECTRONBD";9212;-11;11;0;01/03/2021;"2021-03-01";"2021-03-22"
"compras";"22/03/2021";"ELECTRONEVANDRO G N";9212;-27;27;0;01/03/2021;"2021-03-01";"2021-03-22"
"feira";"22/03/2021";"ELECTRONFEIRANTE";9212;-15;15;0;01/03/2021;"2021-03-01";"2021-03-22"
"alimentação";"22/03/2021";"ELECTRONINOVESORVET";9212;-16;16;0;01/03/2021;"2021-03-01";"2021-03-22"
"compras";"22/03/2021";"ELECTRONPAG*CleliaA";9212;-23;23;0;01/03/2021;"2021-03-01";"2021-03-22"
"alimentação";"22/03/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/03/2021;"2021-03-01";"2021-03-22"
"compras";"22/03/2021";"ELECTRONSERGIO EIZO";9212;-12;12;0;01/03/2021;"2021-03-01";"2021-03-22"
"mercado";"22/03/2021";"ELECTRONTRIMAIS II";9212;-44,18;44,18;0;01/03/2021;"2021-03-01";"2021-03-22"
"compras";"22/03/2021";"PIX TRANSF  GINENUT20/03";9131;-326,5;326,5;0;01/03/2021;"2021-03-01";"2021-03-22"
"saldo";"22/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-22"
"saldo";"23/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-23"
"saldo";"24/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-24"
"compras";"25/03/2021";"ELECTRONLOJAS AMERI";9212;-56,18;56,18;0;01/03/2021;"2021-03-01";"2021-03-25"
"saldo";"25/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-25"
"saldo";"26/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-26"
"saque";"29/03/2021";"SAQUE 24H 08959967 28/03";5086;-100;100;0;01/03/2021;"2021-03-01";"2021-03-29"
"compras";"29/03/2021";"ELECTRONBD";9212;-11;11;0;01/03/2021;"2021-03-01";"2021-03-29"
"compras";"29/03/2021";"ELECTRONFENIX";9212;-68;68;0;01/03/2021;"2021-03-01";"2021-03-29"
"alimentação";"29/03/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/03/2021;"2021-03-01";"2021-03-29"
"saldo";"29/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-29"
"saldo";"30/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-30"
"igreja";"31/03/2021";"PIX TRANSF  IMW 3 R31/03";9327;-362,4;362,4;0;01/03/2021;"2021-03-01";"2021-03-31"
"compras";"31/03/2021";"PIX TRANSF  ANDRE N31/03";9129;3624,01;0;3624;01/03/2021;"2021-03-01";"2021-03-31"
"saldo";"31/03/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/03/2021;"2021-03-01";"2021-03-31"
"saldo";"31/03/2021";"SALDO ANTERIOR";;;0;0;01/04/2021;"2021-04-01";"2021-03-31"
"padaria";"01/04/2021";"ELECTRONARIZONA PAE";9212;-59;59;0;01/04/2021;"2021-04-01";"2021-04-01"
"compras";"01/04/2021";"ELECTRONLOJAS AMERI";9212;-124,43;124,43;0;01/04/2021;"2021-04-01";"2021-04-01"
"saldo";"01/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-01"
"moradia";"05/04/2021";"INT PAG TIT 109054906699";4175;-485,42;485,42;0;01/04/2021;"2021-04-01";"2021-04-05"
"poupança";"05/04/2021";"TBI 9293.22915-0/500";4175;-2000;2000;0;01/04/2021;"2021-04-01";"2021-04-05"
"celular";"05/04/2021";"INT NEXTEL 9099999679470";4175;-86,87;86,87;0;01/04/2021;"2021-04-01";"2021-04-05"
"celular";"05/04/2021";"INT NEXTEL 9099999679474";4175;-52,14;52,14;0;01/04/2021;"2021-04-01";"2021-04-05"
"cabeleireiro";"05/04/2021";"PIX TRANSF  ALEXAND03/04";9123;-25;25;0;01/04/2021;"2021-04-01";"2021-04-05"
"doação";"05/04/2021";"PIX TRANSF  Bruna R03/04";9126;-100;100;0;01/04/2021;"2021-04-01";"2021-04-05"
"alimentação";"05/04/2021";"PIX TRANSF  JONAS A05/04";9120;-45;45;0;01/04/2021;"2021-04-01";"2021-04-05"
"banco";"05/04/2021";"TAR PACOTE ITAU   MAR/21";9293;-79,5;79,5;0;01/04/2021;"2021-04-01";"2021-04-05"
"saldo";"05/04/2021";"REND PAGO APLIC AUT MAIS";;0,01;0;0;01/04/2021;"2021-04-01";"2021-04-05"
"saldo";"05/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-05"
"saldo";"06/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-06"
"saldo";"07/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-07"
"enfermagem";"08/04/2021";"INT PAG TIT 109006113599";4175;-471,06;471,06;0;01/04/2021;"2021-04-01";"2021-04-08"
"mercado";"08/04/2021";"ELECTRONTRIMAIS II";9212;-92,09;92,09;0;01/04/2021;"2021-04-01";"2021-04-08"
"saldo";"08/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-08"
"saldo";"09/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-09"
"saque";"12/04/2021";"SAQUE 24H 11261716 11/04";5086;-100;100;0;01/04/2021;"2021-04-01";"2021-04-12"
"saque";"12/04/2021";"SAQUE 24H 13658083 11/04";5086;-40;40;0;01/04/2021;"2021-04-01";"2021-04-12"
"carro";"12/04/2021";"ELECTRONAUTO POSTO";9212;-12,98;12,98;0;01/04/2021;"2021-04-01";"2021-04-12"
"alimentação";"12/04/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/04/2021;"2021-04-01";"2021-04-12"
"alimentação";"12/04/2021";"ELECTRONPAG*Josisma";9212;-15;15;0;01/04/2021;"2021-04-01";"2021-04-12"
"banco";"12/04/2021";"SEGURO CARTAO";9293;-6,94;6,94;0;01/04/2021;"2021-04-01";"2021-04-12"
"doação";"12/04/2021";"DEB AUTOR UNICEF";9293;-75;75;0;01/04/2021;"2021-04-01";"2021-04-12"
"saldo";"12/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-12"
"padaria";"14/04/2021";"ELECTRONARIZONA PAE";9212;-28,76;28,76;0;01/04/2021;"2021-04-01";"2021-04-14"
"creche";"14/04/2021";"PIX TRANSF  ESPACO 14/04";9126;-422;422;0;01/04/2021;"2021-04-01";"2021-04-14"
"saldo";"14/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-14"
"igreja";"15/04/2021";"PIX TRANSF  IMW 3 R15/04";9120;-539,2;539,2;0;01/04/2021;"2021-04-01";"2021-04-15"
"compras";"15/04/2021";"TED 237.0001BRADESCO SAU";;150;0;150;01/04/2021;"2021-04-01";"2021-04-15"
"compras";"15/04/2021";"PIX TRANSF  ANDRE N15/04";9925;5392;0;5392;01/04/2021;"2021-04-01";"2021-04-15"
"saldo";"15/04/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/04/2021;"2021-04-01";"2021-04-15"
"mercado";"16/04/2021";"ELECTRONTRIMAIS II";9212;-60,08;60,08;0;01/04/2021;"2021-04-01";"2021-04-16"
"cartão credito";"16/04/2021";"INT ITAUCARD";4175;-5465,37;5465,37;0;01/04/2021;"2021-04-01";"2021-04-16"
"saldo";"16/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-16"
"padaria";"19/04/2021";"ELECTRONARIZONA PAE";9212;-14,66;14,66;0;01/04/2021;"2021-04-01";"2021-04-19"
"compras";"19/04/2021";"ELECTRONESTETICA AU";9212;-35;35;0;01/04/2021;"2021-04-01";"2021-04-19"
"compras";"19/04/2021";"ELECTRONNELSON NASC";9212;-10;10;0;01/04/2021;"2021-04-01";"2021-04-19"
"alimentação";"19/04/2021";"ELECTRONPASTEIS NIS";9212;-8;8;0;01/04/2021;"2021-04-01";"2021-04-19"
"compras";"19/04/2021";"ELECTRONSR ELIAS CH";9212;-15;15;0;01/04/2021;"2021-04-01";"2021-04-19"
"mercado";"19/04/2021";"ELECTRONTRIMAIS II";9212;-148,19;148,19;0;01/04/2021;"2021-04-01";"2021-04-19"
"saldo";"19/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-19"
"compras";"20/04/2021";"ELECTRONBELLO ART C";9212;-33;33;0;01/04/2021;"2021-04-01";"2021-04-20"
"compras";"20/04/2021";"ELECTRONMARIA DAS G";9212;-33;33;0;01/04/2021;"2021-04-01";"2021-04-20"
"mercado";"20/04/2021";"ELECTRONTRIMAIS II";9212;-40,62;40,62;0;01/04/2021;"2021-04-01";"2021-04-20"
"carro";"20/04/2021";"DEB AUTOR AZUL CIA SEG";9293;-238,78;238,78;0;01/04/2021;"2021-04-01";"2021-04-20"
"compras";"20/04/2021";"EST ELECMARIA DAS G";9212;33;0;33;01/04/2021;"2021-04-01";"2021-04-20"
"saldo";"20/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-20"
"alimentação";"22/04/2021";"ELECTRONHABIB S";9212;-7,8;7,8;0;01/04/2021;"2021-04-01";"2021-04-22"
"saldo";"22/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-22"
"michelle";"26/04/2021";"INT DARF333202885930";4175;-6000;6000;0;01/04/2021;"2021-04-01";"2021-04-26"
"padaria";"26/04/2021";"ELECTRONARIZONA PAE";9212;-16,89;16,89;0;01/04/2021;"2021-04-01";"2021-04-26"
"compras";"26/04/2021";"ELECTRONBD";9212;-11;11;0;01/04/2021;"2021-04-01";"2021-04-26"
"compras";"26/04/2021";"ELECTRONLOUCADEMIA";9212;-50;50;0;01/04/2021;"2021-04-01";"2021-04-26"
"mercado";"26/04/2021";"ELECTRONTRIMAIS II";9212;-80,38;80,38;0;01/04/2021;"2021-04-01";"2021-04-26"
"resgate";"26/04/2021";"TBI 9293.22915-0/500";4175;8000;0;8000;01/04/2021;"2021-04-01";"2021-04-26"
"saldo";"26/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-26"
"padaria";"27/04/2021";"ELECTRONARIZONA PAE";9212;-3,04;3,04;0;01/04/2021;"2021-04-01";"2021-04-27"
"farmacia";"27/04/2021";"ELECTRONDROGARIA PR";9212;-45,44;45,44;0;01/04/2021;"2021-04-01";"2021-04-27"
"saldo";"27/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-27"
"padaria";"28/04/2021";"ELECTRONARIZONA PAE";9212;-30,76;30,76;0;01/04/2021;"2021-04-01";"2021-04-28"
"mercado";"28/04/2021";"ELECTRONTRIMAIS II";9212;-83,92;83,92;0;01/04/2021;"2021-04-01";"2021-04-28"
"compras";"28/04/2021";"SALDO DO DIA";;;0;0;01/04/2021;"2021-04-01";"2021-04-28"
"mercado";"29/04/2021";"ELECTRONTRIMAIS II";9212;-15,13;15,13;0;01/04/2021;"2021-04-01";"2021-04-29"
"saldo";"29/04/2021";"SALDO DO DIA";9212;-15,13;0;0;01/04/2021;"2021-04-01";"2021-04-29"
"saldo";"29/04/2021";"SALDO ANTERIOR";;;0;0;01/05/2021;"2021-05-01";"2021-04-29"
"enfermagem";"03/05/2021";"INT PAG TIT 109006113607";4175;-471,06;471,06;0;01/05/2021;"2021-05-01";"2021-05-03"
"moradia";"03/05/2021";"INT PAG TIT 109062715132";4175;-491,85;491,85;0;01/05/2021;"2021-05-01";"2021-05-03"
"saque";"03/05/2021";"SAQUE 24H 10893139 02/05";5086;-100;100;0;01/05/2021;"2021-05-01";"2021-05-03"
"celular";"03/05/2021";"INT NEXTEL 9499999675466";4175;-51;51;0;01/05/2021;"2021-05-01";"2021-05-03"
"celular";"03/05/2021";"INT NEXTEL 9899999675456";4175;-85;85;0;01/05/2021;"2021-05-01";"2021-05-03"
"padaria";"03/05/2021";"ELECTRONARIZONA PAE";9212;-82,48;82,48;0;01/05/2021;"2021-05-01";"2021-05-03"
"padaria";"03/05/2021";"ELECTRONARIZONA PAE";9212;-4,03;4,03;0;01/05/2021;"2021-05-01";"2021-05-03"
"alimentação";"03/05/2021";"ELECTRONBD";9212;-11;11;0;01/05/2021;"2021-05-01";"2021-05-03"
"compras";"03/05/2021";"ELECTRONENG CAETANO";9212;-19,9;19,9;0;01/05/2021;"2021-05-01";"2021-05-03"
"carro";"03/05/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/05/2021;"2021-05-01";"2021-05-03"
"feira";"03/05/2021";"ELECTRONPAG*SidneyD";9212;-13;13;0;01/05/2021;"2021-05-01";"2021-05-03"
"farmacia";"03/05/2021";"ELECTRONPROMOFARMA";9212;-28,09;28,09;0;01/05/2021;"2021-05-01";"2021-05-03"
"farmacia";"03/05/2021";"ELECTRONPROMOFARMA";9212;-30,89;30,89;0;01/05/2021;"2021-05-01";"2021-05-03"
"farmacia";"03/05/2021";"ELECTRONRAIA 47";9212;-16,99;16,99;0;01/05/2021;"2021-05-01";"2021-05-03"
"mercado";"03/05/2021";"ELECTRONTRIMAIS II";9212;-22,8;22,8;0;01/05/2021;"2021-05-01";"2021-05-03"
"igreja";"03/05/2021";"PIX TRANSF  BRUNA R02/05";9120;-50;50;0;01/05/2021;"2021-05-01";"2021-05-03"
"seminario";"03/05/2021";"PIX TRANSF  IMW R 303/05";9779;-255;255;0;01/05/2021;"2021-05-01";"2021-05-03"
"igreja";"03/05/2021";"PIX TRANSF  IMW 3 R02/05";9122;-394,33;394,33;0;01/05/2021;"2021-05-01";"2021-05-03"
"compras";"03/05/2021";"PIX TRANSF  ANDRE N02/05";9125;3943,38;0;3943;01/05/2021;"2021-05-01";"2021-05-03"
"banco";"03/05/2021";"IOF";;-9,81;9,81;0;01/05/2021;"2021-05-01";"2021-05-03"
"saldo";"03/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-03"
"compras";"04/05/2021";"ELECTRONPANDYS";9212;-32;32;0;01/05/2021;"2021-05-01";"2021-05-04"
"banco";"04/05/2021";"TAR PACOTE ITAU   ABR/21";9293;-82,9;82,9;0;01/05/2021;"2021-05-01";"2021-05-04"
"saldo";"04/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-04"
"igreja";"05/05/2021";"PIX TRANSF  DILSHAD05/05";9126;-100;100;0;01/05/2021;"2021-05-01";"2021-05-05"
"banco";"05/05/2021";"LIS/JUROS     13 DIAS";;-31,58;31,58;0;01/05/2021;"2021-05-01";"2021-05-05"
"saldo";"05/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-05"
"compras";"06/05/2021";"ELECTRONANTONIO SER";9212;-65;65;0;01/05/2021;"2021-05-01";"2021-05-06"
"saldo";"06/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-06"
"cabeleireiro";"07/05/2021";"PIX TRANSF  ALEXAND07/05";9014;-25;25;0;01/05/2021;"2021-05-01";"2021-05-07"
"compras";"07/05/2021";"PIX TRANSF  GINENUT07/05";9028;-150;150;0;01/05/2021;"2021-05-01";"2021-05-07"
"saldo";"07/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-07"
"saque";"10/05/2021";"SAQUE 24H 14793616 09/05";5086;-100;100;0;01/05/2021;"2021-05-01";"2021-05-10"
"farmacia";"10/05/2021";"ELECTRONDROGARIA PR";9212;-55,17;55,17;0;01/05/2021;"2021-05-01";"2021-05-10"
"compras";"10/05/2021";"ELECTRONRODRIGO MAU";9212;-2;2;0;01/05/2021;"2021-05-01";"2021-05-10"
"banco";"10/05/2021";"SEGURO CARTAO";9293;-6,94;6,94;0;01/05/2021;"2021-05-01";"2021-05-10"
"saldo";"10/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-10"
"saldo";"11/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-11"
"compras";"12/05/2021";"ELECTRONPAG*MONICAP";9212;-10;10;0;01/05/2021;"2021-05-01";"2021-05-12"
"creche";"12/05/2021";"PIX TRANSF  ESPACO 12/05";9026;-422;422;0;01/05/2021;"2021-05-01";"2021-05-12"
"doação";"12/05/2021";"DEB AUTOR UNICEF";9293;-75;75;0;01/05/2021;"2021-05-01";"2021-05-12"
"saldo";"12/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-12"
"saldo";"13/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-13"
"alimentação";"14/05/2021";"ELECTRONBD";9212;-11;11;0;01/05/2021;"2021-05-01";"2021-05-14"
"compras";"14/05/2021";"ELECTRONPAG*BazarLi";9212;-28,5;28,5;0;01/05/2021;"2021-05-01";"2021-05-14"
"compras";"14/05/2021";"ELECTRONPAG*MONICAP";9212;-12,2;12,2;0;01/05/2021;"2021-05-01";"2021-05-14"
"saldo";"14/05/2021";"SDO CTA/APL AUTOMATICAS";;;0;0;01/05/2021;"2021-05-01";"2021-05-14"
"saque";"17/05/2021";"SAQUE 24H 08956930 15/05";5086;-20;20;0;01/05/2021;"2021-05-01";"2021-05-17"
"saque";"17/05/2021";"SAQUE 24H 10958403 16/05";5086;-100;100;0;01/05/2021;"2021-05-01";"2021-05-17"
"padaria";"17/05/2021";"ELECTRONARIZONA PAE";9212;-16,4;16,4;0;01/05/2021;"2021-05-01";"2021-05-17"
"padaria";"17/05/2021";"ELECTRONARIZONA PAE";9212;-24,66;24,66;0;01/05/2021;"2021-05-01";"2021-05-17"
"farmacia";"17/05/2021";"ELECTRONDROGARIA PR";9212;-62,57;62,57;0;01/05/2021;"2021-05-01";"2021-05-17"
"alimentação";"17/05/2021";"ELECTRONPAG*Frigott";9212;-50;50;0;01/05/2021;"2021-05-01";"2021-05-17"
"compras";"17/05/2021";"PIX TRANSF  BRUNA R16/05";9327;-50;50;0;01/05/2021;"2021-05-01";"2021-05-17"
"igreja";"17/05/2021";"PIX TRANSF  IMW 3 R16/05";9026;-539,2;539,2;0;01/05/2021;"2021-05-01";"2021-05-17"
"cartão credito";"17/05/2021";"INT ITAUCARD";4175;-5527,93;5527,93;0;01/05/2021;"2021-05-01";"2021-05-17"
"resgate";"17/05/2021";"TBI 9293.22915-0/500";4175;1000;0;1000;01/05/2021;"2021-05-01";"2021-05-17"
"compras";"17/05/2021";"PIX TRANSF  ANDRE N16/05";9028;5392;0;5392;01/05/2021;"2021-05-01";"2021-05-17"
